Gamma Live Wire XP 16,11,3,10,14,18,25,5,2,10,1
Luxilon Monotec Supersense 16L,11,27,3,24,20,6,7,31,17,1.5
SuperString Nikita Black Star 1.25,11,11,10,19,17,10,17,18,14,
Head Synthetic Gut 1.30,11,3,14,9,15,11,6,2,7,2.5
Gamma TNT 16,11,4,13,25,28,23,9,19,17,2.78
Prince Premier Softflex 16,11,4,14,22,19,25,8,11,14,1.46
SuperString Nikita Red Star 1.25,11,12,6,24,5,13,17,14,6,
Toalson Gold 16,11,42,9,10,6,2,42,4,3,1.43
Pro Supex Big Ace 1.22,11,18,4,19,19,18,13,16,15,
Wilson Super Spin 16,11,4,42,1,4,6,24,9,0,0.17
Gosen OG-Sheep Micro Super JC 16,11,11,19,24,22,25,20,18,17,4.8
MSV Rebound 1.30,11,8,15,15,14,21,3,2,8,
MSV Plasma Poly 1.23,11,5,17,10,4,9,15,25,12,
Mayami Hepta Power 1.24,10,16,21,25,22,25,25,22,22,4.05
Discho Black Mamba Penta 1.25,10,14,17,20,18,18,21,11,17,
Gamma iO 18,10,23,13,28,25,22,22,24,23,
RS Lyon 1.20,10,6,4,27,32,28,18,21,18,
Solinco Revolution 17,10,16,1,25,10,7,24,23,15,2.2
Polyfibre Black Venom Rough 1.25,10,9,13,13,14,22,25,16,16,1.77
Big Star Alu 1.25,10,14,1,32,17,8,10,34,17,
Gamma Moto 1.14,10,5,22,17,15,1,28,16,15,
Genesis Hexonic 17L,10,26,10,25,22,17,31,19,21,4.35
Double AR Sylikon 1.25,10,16,21,42,15,27,14,19,12,
Signum Pro Poly Megaforce 1.19,10,14,14,25,10,3,11,24,14,2.11
Polystar Profile 1.25,10,7,10,15,10,7,14,8,10,
Gamma Live Wire XP 17,10,11,14,29,24,28,14,7,15,1.5
Pro's Pro Gutex Ultra 1.35,10,12,1,4,18,28,5,9,9,
Pro Supex Blue Gear 1.23,10,12,42,22,42,3,29,12,11,1.68
Pro's Pro Tristar 1.30,10,16,3,14,14,20,7,6,7,
Tourna Poly Big Hitter Blue 1.25,10,18,8,20,6,10,13,15,13,2.57
Wilson [K] Gut 16,10,6,15,22,20,20,11,20,16,1.07
SuperString Tour Professional 1.20,10,9,3,15,11,3,13,17,10,
Head Master 1.28,10,8,11,7,42,15,1,7,3,1.33
Polystar Energy 16,10,12,13,18,15,20,8,5,13,2.24
Topspin Cyber MAX ROTation 1.31,10,7,11,18,7,13,29,6,11,
Tecnifibre X-Tra Dynamic 1.28,10,6,24,25,25,26,4,4,15,
Pacific Classic Gut 16,10,3,25,27,29,35,11,27,22,1.33
Still in Black Select 16,10,20,13,20,17,17,7,13,15,1.69
Luxilon Big Banger XP 16L,10,19,8,20,15,19,14,12,15,2
Still in Black Protect 1.18,10,6,1,17,6,20,14,8,7,
Gosen Polylon 17,10,22,4,18,8,8,13,11,10,4.67
Oehms White Pearl Rough 1.25,10,19,13,18,17,15,29,16,18,
Kirschbaum Super Smash Spiky 1.225,10,3,13,4,7,8,24,9,4,0.86
Pacific PMX Hybrid 16L,10,2,15,25,20,25,8,18,16,
SuperString Extreme Turbo Soft V6 1.25,10,10,13,10,7,11,31,3,11,
RAJ Poly-Twist 1.18,10,5,21,6,13,10,18,6,10,
Kirschbaum Super Smash 1.275,10,16,13,15,17,2,10,14,12,2.57
Pro's Pro Poly Nova Titanium 1.25,10,9,6,42,6,17,14,10,1,
Tecnifibre Competition 1.28,10,11,12,29,28,28,19,19,21,
Target Concept 3 Competition 1.22,10,1,20,21,18,11,12,6,12,
Yonex Tour Super 850 Soft 16,10,6,14,22,25,28,14,2,16,2.09
Target Topspin Twinflex 1.35,10,2,20,21,17,20,24,16,17,
Babolat RPM Blast Rough 17,9,9,17,14,20,14,30,42,15,1.4
Oehms Black Pearl Rough 1.25,9,9,16,12,9,12,19,8,12,
Kirschbaum Max. Power Rough 1.25,9,12,17,26,19,17,25,19,19,
Pro's Pro Black Force 1.24,9,10,8,12,8,11,12,9,10,
Tennisman Cube S 1.18,9,21,20,17,6,5,34,21,18,
Pro's Pro Kingut 1.25,9,19,9,12,19,25,6,4,7,
Big Star Styx Rough 1.27,9,9,42,14,3,3,30,12,9,
Head T20+ Synthetic Gut 16,9,2,2,5,9,23,3,4,6,
Isospeed Pulse 1.20,9,12,16,12,12,14,11,10,12,2.25
Pro's Pro Intense Heat 1.30,9,25,9,16,20,3,11,21,15,
Yonex Poly Tour Spin G 16L,9,23,6,23,12,19,31,25,20,1.87
Solinco Outlast 16L,9,23,9,12,9,19,6,26,12,2.12
Solinco Tour Bite Diamond Rough 1.25,9,16,14,16,6,11,26,17,15,1.91
WeissCANNON MatchPower 1.25,9,10,2,23,12,14,22,19,14,2.35
Pro's Pro Torpedo 1.27,9,12,3,11,14,23,17,4,7,
Signum Pro Poly Deluxe 1.25,9,24,14,16,16,19,16,32,19,5.6
Bow Brand Championship Natural Gut 16,9,42,25,33,37,38,20,34,27,1.65
Discho Iontec 1.20,9,16,20,23,23,23,17,19,20,
Luxilon M2 Plus 16,9,14,14,22,23,16,19,14,17,1.25
Kirschbaum Pro Line No. I 1.20,9,21,9,17,9,3,11,2,10,
Sportastic Mighty Blue 1.23,9,7,12,12,14,8,42,42,8,
Polyfibre Poly-Hightec 1.15,9,14,17,9,9,2,23,5,6,1
Still in Black Protect 1.30,9,16,12,12,14,19,20,12,15,
